"s1","s2","s3","s4","s5","s6","method","em","matches"
1,6,2,4,3,5,"cart",1.41619122028351,14
5,4,6,2,3,1,"cart",1.34630954265594,14
2,6,1,5,3,4,"cart",1.38909137248993,12
1,4,5,3,2,6,"cart",1.5150705575943,12
3,2,1,6,5,4,"cart",1.85870206356049,7
6,3,2,4,1,5,"cart",1.66503059864044,8
1,5,3,2,4,6,"cart",1.33757662773132,14
2,6,5,3,4,1,"cart",1.50235569477081,8
5,3,4,2,6,1,"cart",1.20442938804626,3
6,2,3,1,4,5,"cart",1.43135738372803,13
6,4,5,1,2,3,"cart",1.65275084972382,15
6,4,1,3,5,2,"cart",1.38857984542847,13
6,2,4,5,3,1,"cart",1.71299660205841,17
3,5,2,1,4,6,"cart",1.64472770690918,3
3,6,4,5,2,1,"cart",1.49653470516205,5
4,2,6,5,1,3,"cart",1.75384962558746,8
3,2,5,6,4,1,"cart",1.45648717880249,6
1,6,5,4,3,2,"cart",1.75470328330994,14
3,5,6,4,2,1,"cart",1.64803838729858,7
6,1,5,4,2,3,"cart",1.41751861572266,14
6,1,4,2,3,5,"cart",1.36967241764069,20
3,4,2,1,6,5,"cart",1.68270194530487,4
3,2,4,6,1,5,"cart",1.6808534860611,5
4,5,3,6,2,1,"cart",1.32468020915985,18
3,5,1,2,4,6,"cart",1.42968320846558,7
2,5,6,4,3,1,"cart",1.75322639942169,18
1,3,5,2,4,6,"cart",1.54166638851166,8
3,2,5,1,6,4,"cart",1.66107988357544,5
1,6,5,3,4,2,"cart",1.56438624858856,16
4,1,2,5,3,6,"cart",1.30460095405579,17
3,4,5,2,6,1,"cart",1.48908817768097,12
5,4,6,3,1,2,"cart",1.59095215797424,20
6,1,3,2,5,4,"cart",1.58685183525085,7
3,1,6,4,2,5,"cart",1.40725839138031,5
1,6,5,2,3,4,"cart",1.4292608499527,13
2,1,6,3,4,5,"cart",2.21124362945557,16
6,1,5,2,4,3,"cart",1.35777294635773,11
6,4,2,5,1,3,"cart",1.40188574790955,9
2,6,3,1,5,4,"cart",1.72349631786346,12
5,3,1,2,4,6,"cart",1.81944704055786,11
2,1,5,3,4,6,"cart",1.76283383369446,13
6,5,4,1,2,3,"cart",2.21667337417603,10
2,6,4,1,3,5,"cart",1.28483486175537,12
6,5,1,4,2,3,"cart",1.56978094577789,12
4,5,2,1,3,6,"cart",1.30730867385864,6
1,5,6,2,3,4,"cart",1.96369552612305,14
6,4,5,3,2,1,"cart",1.47935020923615,16
5,3,4,1,2,6,"cart",1.47080194950104,12
6,3,4,5,2,1,"cart",1.82900738716125,9
3,1,2,5,6,4,"cart",1.78231239318848,5
5,3,6,1,2,4,"cart",1.55534994602203,7
4,6,3,2,5,1,"cart",1.40512764453888,14
1,3,4,2,5,6,"cart",1.50566399097443,0
5,1,3,4,6,2,"cart",1.67219877243042,11
5,1,6,4,3,2,"cart",1.43506646156311,15
5,3,6,1,4,2,"cart",1.9785453081131,11
1,3,4,2,6,5,"cart",1.78860104084015,7
2,5,6,4,1,3,"cart",1.43789207935333,17
3,1,4,5,6,2,"cart",1.26611125469208,9
4,5,2,6,1,3,"cart",1.27739667892456,15
3,2,5,4,6,1,"cart",1.47922456264496,9
3,6,4,5,2,1,"cart",1.28645145893097,8
5,2,6,1,3,4,"cart",1.41184365749359,13
6,5,1,2,3,4,"cart",1.85207033157349,17
2,3,6,5,4,1,"cart",1.53049123287201,7
2,5,4,1,6,3,"cart",1.29822540283203,14
6,3,2,4,5,1,"cart",1.46063244342804,10
4,1,5,3,6,2,"cart",1.3285174369812,11
3,1,4,2,6,5,"cart",1.54918432235718,8
5,3,1,2,6,4,"cart",1.8057519197464,16
3,1,6,2,4,5,"cart",1.29745256900787,5
2,1,5,6,4,3,"cart",1.7515207529068,16
2,4,5,1,6,3,"cart",1.65313303470612,6
2,6,3,1,4,5,"cart",1.64535880088806,12
6,4,2,1,5,3,"cart",1.57096254825592,16
6,4,5,1,3,2,"cart",1.66108930110931,9
6,4,2,5,3,1,"cart",1.83161282539368,18
5,6,2,3,4,1,"cart",1.49253225326538,11
2,4,5,3,1,6,"cart",1.48788285255432,16
4,5,6,3,1,2,"cart",1.36873662471771,13
1,3,4,6,5,2,"cart",1.42443358898163,7
6,4,1,2,5,3,"cart",1.63854217529297,11
6,2,4,3,5,1,"cart",1.59695589542389,16
4,1,5,3,6,2,"cart",1.37996208667755,18
5,4,3,2,6,1,"cart",1.41115283966064,18
4,5,2,6,3,1,"cart",1.6748034954071,14
5,6,2,4,3,1,"cart",2.18799090385437,17
6,1,3,5,2,4,"cart",1.41535925865173,10
5,4,6,3,2,1,"cart",1.40990054607391,22
2,3,1,6,4,5,"cart",1.50846171379089,10
2,1,4,5,3,6,"cart",1.35529327392578,12
3,2,1,6,5,4,"cart",1.47622430324554,5
6,1,2,3,5,4,"cart",1.73942565917969,10
6,5,4,1,3,2,"cart",1.57441425323486,13
4,3,5,2,1,6,"cart",1.58801758289337,13
4,2,3,6,5,1,"cart",1.38199162483215,13
2,4,3,6,5,1,"cart",1.562784075737,3
1,2,4,5,6,3,"cart",1.31995224952698,9
1,6,3,4,2,5,"cart",1.42738032341003,16
4,2,6,5,3,1,"cart",1.61488997936249,18
2,4,5,6,1,3,"cart",1.20625352859497,12
6,5,2,3,4,1,"cart",1.77735686302185,15
5,3,6,2,1,4,"cart",1.48509085178375,10
2,1,5,3,6,4,"cart",1.89697599411011,7
3,5,2,1,6,4,"cart",1.4765864610672,4
5,2,6,4,1,3,"cart",1.28730392456055,9
2,5,4,6,1,3,"cart",1.9067530632019,10
1,6,2,5,4,3,"cart",1.635174036026,9
2,3,4,6,5,1,"cart",1.45229661464691,7
3,2,4,5,1,6,"cart",1.36158227920532,4
6,4,2,3,1,5,"cart",1.34442365169525,13
2,3,4,1,5,6,"cart",1.39134752750397,5
4,5,3,2,6,1,"cart",1.19028961658478,24
2,3,5,1,4,6,"cart",1.38229334354401,5
2,1,4,6,5,3,"cart",1.85421240329742,9
3,1,2,5,6,4,"cart",1.67726969718933,3
5,6,4,3,1,2,"cart",1.44597983360291,21
1,3,4,5,6,2,"cart",1.85679543018341,4
2,1,6,4,5,3,"cart",1.59203088283539,15
2,6,4,1,3,5,"cart",1.67746949195862,13
4,1,6,5,2,3,"cart",1.40756750106812,17
1,2,5,3,6,4,"cart",1.40021753311157,9
5,3,1,4,6,2,"cart",1.44578003883362,8
5,3,4,2,1,6,"cart",1.61137902736664,11
2,5,3,6,1,4,"cart",1.46462190151215,21
2,1,6,5,3,4,"cart",1.33049786090851,10
6,5,4,3,2,1,"cart",1.3849755525589,18
1,3,2,5,4,6,"cart",2.10644960403442,9
6,5,3,2,4,1,"cart",1.63845193386078,20
1,6,5,3,2,4,"cart",1.52734231948853,16
1,3,2,4,6,5,"cart",1.50390660762787,6
5,2,6,4,3,1,"cart",1.38517034053802,10
6,1,5,2,4,3,"cart",1.76165974140167,10
2,6,1,3,5,4,"cart",1.49114584922791,13
1,6,4,3,2,5,"cart",1.42335879802704,16
5,2,1,3,4,6,"cart",1.51109313964844,19
3,1,5,6,2,4,"cart",1.71668350696564,7
6,5,1,2,3,4,"cart",1.54168915748596,19
1,4,3,6,5,2,"cart",1.8571697473526,8
5,3,2,4,6,1,"cart",1.32250940799713,3
3,1,4,2,6,5,"cart",1.85216879844666,4
4,3,1,5,2,6,"cart",1.80603528022766,11
3,5,6,1,4,2,"cart",1.4816962480545,4
3,6,5,4,2,1,"cart",1.49629426002502,11
4,1,6,3,2,5,"cart",1.42630434036255,13
1,5,4,3,6,2,"cart",1.31283020973206,17
2,1,5,4,3,6,"cart",1.63659572601318,7
6,4,5,1,3,2,"cart",1.40153467655182,15
1,2,3,5,4,6,"cart",1.49755370616913,9
4,2,5,3,6,1,"cart",1.38094198703766,9
6,1,4,5,2,3,"cart",2.15663766860962,12
6,1,3,4,5,2,"cart",1.38541889190674,13
4,5,3,2,1,6,"cart",1.52119314670563,23
6,1,4,2,3,5,"cart",1.45581555366516,13
5,4,1,6,2,3,"cart",1.45166754722595,13
6,3,2,5,4,1,"cart",1.58602595329285,4
6,2,1,4,5,3,"cart",1.38980889320374,13
6,4,2,3,1,5,"cart",1.82177233695984,8
1,6,2,4,3,5,"cart",1.47486340999603,12
6,1,3,5,4,2,"cart",1.50241017341614,13
6,3,4,2,5,1,"cart",1.51247036457062,13
5,6,2,3,1,4,"cart",1.90773618221283,10
6,1,5,2,4,3,"cart",1.83048737049103,16
3,5,6,2,4,1,"cart",1.90403473377228,4
4,1,2,6,5,3,"cart",1.96576011180878,10
4,6,5,1,2,3,"cart",1.49108982086182,13
3,2,1,5,4,6,"cart",1.69594669342041,5
5,3,4,1,6,2,"cart",1.25839948654175,5
6,2,3,1,4,5,"cart",1.62788534164429,11
3,5,2,1,6,4,"cart",1.60801339149475,5
2,3,6,5,1,4,"cart",1.4148383140564,6
2,4,3,6,1,5,"cart",1.41058146953583,13
5,1,4,2,3,6,"cart",1.33985030651093,20
4,5,3,6,1,2,"cart",1.35423064231873,20
5,1,2,3,6,4,"cart",1.65388345718384,14
4,1,3,5,6,2,"cart",1.35761475563049,9
2,5,4,1,6,3,"cart",1.25208246707916,14
2,5,6,1,4,3,"cart",1.82558810710907,9
4,1,5,3,2,6,"cart",1.82872998714447,18
1,5,2,3,6,4,"cart",1.53405046463013,17
4,1,5,6,3,2,"cart",1.4510555267334,11
2,1,6,4,5,3,"cart",1.40919506549835,12
3,4,6,1,5,2,"cart",1.78456842899323,5
6,4,1,3,2,5,"cart",1.4068375825882,18
1,5,3,6,2,4,"cart",1.46021389961243,14
2,3,6,1,4,5,"cart",1.33907687664032,9
1,4,2,5,3,6,"cart",1.34303677082062,10
6,4,5,1,2,3,"cart",1.37301695346832,9
4,2,5,6,1,3,"cart",1.2491238117218,11
4,1,2,6,3,5,"cart",1.52600252628326,7
4,2,1,5,6,3,"cart",1.78460931777954,13
2,4,6,3,1,5,"cart",1.40502762794495,8
1,6,2,5,3,4,"cart",1.40674912929535,10
3,2,6,1,4,5,"cart",1.3988391160965,1
4,5,6,1,3,2,"cart",1.81506109237671,20
4,5,6,3,1,2,"cart",1.31805574893951,18
4,6,2,5,3,1,"cart",1.6233993768692,14
2,6,1,4,3,5,"cart",1.69003021717072,15
1,4,6,5,2,3,"cart",1.33157849311829,11
3,4,5,2,6,1,"cart",1.45410776138306,3
3,5,2,4,1,6,"cart",1.36252474784851,1
1,6,4,5,3,2,"cart",1.44218802452087,11
1,5,4,6,3,2,"cart",1.63434815406799,16
2,4,5,6,3,1,"cart",1.39720892906189,15
4,6,5,1,3,2,"cart",1.45678186416626,12
1,4,3,5,2,6,"cart",1.65585768222809,15
6,1,2,4,5,3,"cart",1.50686883926392,17
3,5,2,1,6,4,"cart",1.45591425895691,7
1,2,3,6,4,5,"cart",1.43141400814056,7
3,6,5,2,1,4,"cart",1.40138530731201,9
3,5,1,6,4,2,"cart",1.36724865436554,3
6,5,3,1,4,2,"cart",1.36569035053253,15
6,3,4,1,2,5,"cart",1.47504484653473,6
6,4,3,5,2,1,"cart",1.86361289024353,17
4,3,6,2,1,5,"cart",1.45886278152466,9
4,2,1,6,5,3,"cart",1.61839008331299,6
6,4,3,5,1,2,"cart",1.47623455524445,8
2,3,4,1,6,5,"cart",1.5704128742218,10
3,6,4,1,5,2,"cart",1.45428586006165,9
1,2,3,4,6,5,"cart",1.55265462398529,10
2,3,5,6,4,1,"cart",1.49455761909485,7
4,3,2,5,6,1,"cart",1.81094419956207,12
2,1,3,5,4,6,"cart",1.47184419631958,5
6,3,1,4,5,2,"cart",1.48006284236908,4
2,5,4,6,3,1,"cart",1.65792536735535,14
1,2,5,6,3,4,"cart",1.46466422080994,8
6,3,1,4,5,2,"cart",1.79166686534882,13
3,4,1,2,6,5,"cart",1.42188608646393,9
6,1,3,4,2,5,"cart",1.78281450271606,12
4,5,2,3,6,1,"cart",1.43077325820923,13
5,6,4,3,2,1,"cart",1.80908536911011,18
3,5,1,4,6,2,"cart",1.77327859401703,8
1,2,4,3,6,5,"cart",1.39403223991394,15
2,6,3,1,4,5,"cart",1.43007266521454,17
3,2,5,6,4,1,"cart",1.62970745563507,1
6,2,5,4,1,3,"cart",1.58840191364288,16
4,5,2,6,3,1,"cart",1.54253470897675,15
1,3,5,4,2,6,"cart",1.42901742458344,10
3,4,6,1,5,2,"cart",1.63849341869354,6
4,2,3,5,1,6,"cart",1.63178062438965,15
2,3,5,6,1,4,"cart",1.69622731208801,11
4,6,1,2,3,5,"cart",1.28788888454437,11
3,2,4,5,1,6,"cart",1.40163207054138,8
2,5,3,1,4,6,"cart",1.47301161289215,15
5,2,1,6,3,4,"cart",1.39885425567627,13
2,5,4,6,3,1,"cart",1.38824141025543,14
6,5,3,2,1,4,"cart",1.4776257276535,14
2,4,3,6,1,5,"cart",1.67718756198883,13
1,2,3,5,4,6,"cart",1.26767551898956,5
1,4,2,3,6,5,"cart",1.33684158325195,13
5,1,3,2,4,6,"cart",1.74455964565277,11
2,1,3,6,4,5,"cart",2.04987454414368,15
4,2,5,3,1,6,"cart",1.40039968490601,12
3,2,6,5,1,4,"cart",1.47637712955475,12
6,3,5,4,1,2,"cart",1.38974142074585,8
2,3,6,5,1,4,"cart",1.37856030464172,12
4,5,6,1,3,2,"cart",1.39461410045624,12
1,3,5,2,6,4,"cart",1.71607410907745,2
2,5,1,6,4,3,"cart",1.41718304157257,8
2,1,4,3,6,5,"cart",1.38465428352356,10
2,1,3,4,6,5,"cart",1.7530300617218,16
1,3,6,4,2,5,"cart",1.81023621559143,5
2,4,5,1,3,6,"cart",1.38340544700623,17
5,1,6,2,3,4,"cart",1.62002885341644,16
5,2,1,4,3,6,"cart",1.50728011131287,13
1,5,3,6,4,2,"cart",1.48630595207214,12
1,4,3,2,6,5,"cart",1.32722413539886,9
2,1,6,3,5,4,"cart",1.65330839157104,15
1,5,4,2,6,3,"cart",1.58697605133057,17
1,5,4,3,2,6,"cart",1.79234349727631,17
3,2,6,5,4,1,"cart",1.53890836238861,6
6,5,4,2,1,3,"cart",1.63932704925537,10
2,4,6,1,3,5,"cart",1.28164446353912,12
5,2,6,4,3,1,"cart",1.53727281093597,13
5,2,6,4,3,1,"cart",1.39851868152618,12
3,1,4,6,2,5,"cart",1.4616916179657,1
2,4,5,6,1,3,"cart",1.59530115127563,9
5,1,3,6,4,2,"cart",1.52366518974304,13
6,3,4,2,1,5,"cart",1.65000462532043,6
4,2,6,1,5,3,"cart",1.5261447429657,9
1,5,4,6,2,3,"cart",1.55069506168365,15
4,3,1,6,2,5,"cart",1.38995444774628,13
1,3,5,2,4,6,"cart",1.61461782455444,3
5,3,1,6,2,4,"cart",1.42523634433746,8
1,2,5,3,6,4,"cart",1.74016034603119,11
4,5,3,1,2,6,"cart",1.29420924186707,18
4,2,5,1,6,3,"cart",1.44492602348328,12
6,3,2,1,4,5,"cart",1.42065763473511,8
2,3,1,5,6,4,"cart",1.43663156032562,9
4,6,3,5,2,1,"cart",1.63252997398376,18
2,5,6,4,1,3,"cart",1.51193845272064,12
2,1,4,6,5,3,"cart",1.35228371620178,12
5,1,6,3,2,4,"cart",1.45982134342194,10
1,6,2,5,3,4,"cart",1.86929786205292,14
3,6,5,1,4,2,"cart",1.49412083625793,4
5,1,6,3,4,2,"cart",1.29873788356781,19
2,3,1,5,6,4,"cart",1.71279644966125,7
3,6,5,4,1,2,"cart",1.34721755981445,4
2,6,5,4,1,3,"cart",1.6987099647522,16
2,6,5,1,4,3,"cart",1.56346476078033,13
4,6,1,5,2,3,"cart",1.5012971162796,12
6,3,4,1,2,5,"cart",1.51978981494904,5
6,4,1,5,3,2,"cart",1.45260918140411,11
6,4,3,1,2,5,"cart",1.50392067432404,20
6,2,3,1,5,4,"cart",1.45189774036407,13
4,2,3,1,5,6,"cart",1.35191428661346,17
4,3,1,5,6,2,"cart",1.6460645198822,7
1,2,6,3,4,5,"cart",1.56960272789001,12
3,1,2,4,6,5,"cart",1.96011161804199,6
4,3,6,1,5,2,"cart",1.32480454444885,12
2,6,5,4,3,1,"cart",1.43133449554443,16
3,2,1,4,5,6,"cart",1.5249981880188,7
4,6,3,2,1,5,"cart",1.94023239612579,14
6,1,4,3,5,2,"cart",1.43026733398438,16
2,5,4,3,6,1,"cart",1.60402953624725,13
4,2,3,6,5,1,"cart",1.98310673236847,13
3,6,5,1,2,4,"cart",1.77182829380035,8
6,2,5,4,3,1,"cart",1.38100326061249,12
3,2,4,1,5,6,"cart",1.49970650672913,5
5,4,6,3,2,1,"cart",1.62646186351776,11
3,5,6,4,1,2,"cart",1.7572774887085,5
6,3,1,5,4,2,"cart",2.05064868927002,7
4,1,2,3,6,5,"cart",1.88212835788727,14
3,1,6,5,2,4,"cart",1.69909167289734,3
3,1,5,6,4,2,"cart",1.46139740943909,6
6,3,2,5,4,1,"cart",1.49456238746643,6
1,4,6,3,5,2,"cart",1.6530282497406,10
2,3,4,1,5,6,"cart",1.38824844360352,5
3,1,5,6,2,4,"cart",1.3791401386261,8
5,1,4,6,3,2,"cart",1.2439751625061,15
4,3,2,1,5,6,"cart",1.53424251079559,11
5,1,3,4,2,6,"cart",1.33475470542908,14
3,2,1,4,5,6,"cart",1.40413391590118,5
3,5,4,6,2,1,"cart",1.42236709594727,7
2,6,4,3,1,5,"cart",1.54477894306183,16
5,1,2,6,3,4,"cart",1.73273301124573,10
3,1,6,2,5,4,"cart",1.44051897525787,4
6,2,5,3,4,1,"cart",1.49647641181946,13
1,2,6,3,5,4,"cart",1.51282048225403,11
4,6,1,3,5,2,"cart",1.53757035732269,17
6,5,3,1,2,4,"cart",1.35968792438507,19
4,3,6,5,1,2,"cart",1.93610382080078,7
3,2,4,1,6,5,"cart",1.79316401481628,2
4,6,3,1,5,2,"cart",1.58152341842651,14
4,6,2,5,1,3,"cart",1.72694611549377,15
6,1,2,4,3,5,"cart",1.42339587211609,9
3,2,4,5,6,1,"cart",1.50454008579254,1
2,4,6,3,5,1,"cart",1.57977068424225,11
6,4,3,1,5,2,"cart",1.51485121250153,18
1,4,2,3,6,5,"cart",1.405437707901,15
3,6,4,2,5,1,"cart",1.86616253852844,6
5,4,2,3,6,1,"cart",1.69209492206573,12
5,2,3,6,1,4,"cart",1.81633949279785,9
5,4,6,1,2,3,"cart",1.40460121631622,11
5,1,2,4,3,6,"cart",1.55924248695374,10
2,1,6,5,3,4,"cart",1.35300254821777,6
6,4,5,2,1,3,"cart",1.43801164627075,10
1,5,4,3,2,6,"cart",1.21404588222504,20
6,3,1,2,4,5,"cart",1.73539507389069,11
1,2,6,3,5,4,"cart",1.78701388835907,10
4,3,1,5,2,6,"cart",1.78375291824341,6
5,2,4,1,6,3,"cart",1.37354493141174,9
2,6,3,5,4,1,"cart",1.45831215381622,16
3,6,2,5,1,4,"cart",1.69019639492035,5
2,5,1,6,4,3,"cart",1.55451917648315,12
4,1,6,5,3,2,"cart",1.55955600738525,8
4,6,5,1,3,2,"cart",1.43080043792725,10
4,5,6,2,1,3,"cart",1.45904767513275,15
3,4,1,2,5,6,"cart",2.52281451225281,6
4,2,1,3,5,6,"cart",1.57283926010132,12
5,1,2,4,3,6,"cart",1.54833376407623,15
6,1,4,5,2,3,"cart",1.64111614227295,11
4,5,6,1,2,3,"cart",1.77129971981049,11
6,2,5,3,4,1,"cart",1.61309337615967,17
1,5,6,2,3,4,"cart",1.39790689945221,14
3,1,5,4,6,2,"cart",1.68634176254272,8
1,2,3,6,5,4,"cart",1.63383328914642,8
2,3,1,4,5,6,"cart",1.53360211849213,7
2,1,4,5,6,3,"cart",1.39410042762756,10
4,2,1,6,5,3,"cart",1.4960503578186,12
4,3,5,1,6,2,"cart",1.57746160030365,9
3,2,4,6,5,1,"cart",1.45626699924469,4
1,2,6,5,4,3,"cart",1.851806640625,13
4,6,1,2,3,5,"cart",1.32185101509094,9
1,2,5,6,3,4,"cart",1.40721333026886,12
6,1,2,5,3,4,"cart",1.4168506860733,14
3,5,6,1,4,2,"cart",1.63978850841522,6
5,6,4,1,2,3,"cart",1.40862488746643,12
5,2,4,6,3,1,"cart",1.44558501243591,20
6,5,4,2,1,3,"cart",1.54773676395416,17
2,4,1,5,3,6,"cart",1.53915858268738,10
6,4,2,1,3,5,"cart",1.47962963581085,9
5,3,2,6,4,1,"cart",1.74064421653748,9
1,6,3,4,5,2,"cart",1.83318281173706,7
3,6,4,1,2,5,"cart",1.42488169670105,7
6,4,1,5,2,3,"cart",1.5670450925827,14
5,4,3,6,2,1,"cart",1.37966859340668,16
2,3,6,5,4,1,"cart",1.71786832809448,13
1,4,3,6,5,2,"cart",1.86060333251953,13
2,4,3,6,1,5,"cart",1.51808023452759,14
2,6,4,3,5,1,"cart",1.49199438095093,14
3,5,6,4,2,1,"cart",1.54514062404633,4
2,1,6,3,4,5,"cart",1.86060464382172,14
2,4,6,1,5,3,"cart",1.52381062507629,17
2,6,5,4,3,1,"cart",1.76912486553192,17
2,5,4,6,1,3,"cart",1.39267480373383,6
6,1,2,4,5,3,"cart",1.44986665248871,16
1,3,5,6,2,4,"cart",1.59599900245667,5
5,4,2,1,6,3,"cart",1.19761312007904,14
6,3,5,1,2,4,"cart",1.7222672700882,14
4,1,6,2,5,3,"cart",1.28711068630219,15
3,4,5,2,1,6,"cart",1.3734884262085,5
4,1,6,5,2,3,"cart",1.43527030944824,14
3,5,6,2,1,4,"cart",1.96113097667694,5
1,5,6,3,4,2,"cart",1.27886724472046,7
2,6,1,3,4,5,"cart",1.41684663295746,8
5,3,2,6,4,1,"cart",1.72371768951416,13
2,6,3,1,4,5,"cart",1.62553977966309,15
4,2,1,3,5,6,"cart",1.35972952842712,7
3,5,1,2,4,6,"cart",1.38735604286194,6
1,5,3,2,4,6,"cart",1.61036443710327,12
6,3,1,2,4,5,"cart",1.5366176366806,6
5,1,6,4,2,3,"cart",1.56062090396881,16
2,6,4,3,1,5,"cart",1.31463813781738,11
4,6,3,2,5,1,"cart",1.64813578128815,18
4,3,6,5,2,1,"cart",1.66442584991455,9
2,4,5,1,3,6,"cart",1.38909387588501,16
1,5,6,2,4,3,"cart",1.33778190612793,10
5,1,4,6,2,3,"cart",1.63330888748169,9
2,5,4,3,1,6,"cart",1.58026659488678,16
4,2,5,1,3,6,"cart",1.49795603752136,10
3,5,2,6,4,1,"cart",1.8709956407547,3
3,1,4,6,5,2,"cart",1.37791931629181,4
4,2,3,1,5,6,"cart",1.36822009086609,13
1,4,2,6,3,5,"cart",2.09204649925232,12
6,5,2,1,4,3,"cart",1.37091302871704,12
5,6,1,2,4,3,"cart",1.7432758808136,10
6,3,1,5,2,4,"cart",1.68345618247986,10
6,3,4,5,1,2,"cart",1.43201148509979,15
2,1,3,6,4,5,"cart",1.58894729614258,8
3,6,5,1,2,4,"cart",1.63731563091278,1
2,3,4,6,1,5,"cart",1.56762444972992,3
5,1,2,6,3,4,"cart",1.75667464733124,11
1,5,6,3,2,4,"cart",1.44404482841492,17
3,2,1,6,4,5,"cart",1.44399166107178,2
3,1,4,2,5,6,"cart",1.38792586326599,1
2,1,5,6,3,4,"cart",1.53040838241577,17
1,3,5,4,6,2,"cart",1.36849641799927,7
4,2,3,6,1,5,"cart",1.85727870464325,19
5,1,3,6,4,2,"cart",1.46361589431763,8
4,2,5,3,1,6,"cart",1.45231950283051,8
2,6,5,1,4,3,"cart",1.32836854457855,14
1,5,4,6,2,3,"cart",1.67353463172913,8
5,3,4,6,1,2,"cart",1.57539141178131,6
1,5,6,3,2,4,"cart",1.60511791706085,13
6,4,2,1,5,3,"cart",1.49571931362152,17
2,6,4,1,3,5,"cart",1.43324720859528,13
1,2,4,3,5,6,"cart",1.65069103240967,10
4,3,2,5,6,1,"cart",1.40064442157745,7
5,6,3,1,2,4,"cart",1.37542855739594,19
1,5,2,6,4,3,"cart",1.58661568164825,10
5,1,6,4,2,3,"cart",1.47254538536072,12
2,6,3,1,5,4,"cart",1.8047388792038,16
1,3,4,2,5,6,"cart",1.35977935791016,7
2,5,3,1,6,4,"cart",1.69653069972992,14
4,3,5,2,1,6,"cart",1.43626034259796,13
3,2,6,4,1,5,"cart",1.57577216625214,5
4,6,5,2,1,3,"cart",1.72380363941193,19
5,6,4,2,1,3,"cart",1.48708844184875,11
2,6,3,5,1,4,"cart",1.8265894651413,21
1,6,4,3,5,2,"cart",1.38606083393097,17
5,2,1,6,4,3,"cart",1.30921268463135,10
6,1,4,3,2,5,"cart",1.39729702472687,14
5,2,6,4,1,3,"cart",1.47188818454742,14
4,5,2,1,3,6,"cart",1.3427746295929,13
4,3,1,2,5,6,"cart",2.09969258308411,9
5,2,3,4,6,1,"cart",1.42779910564423,14
1,4,6,2,3,5,"cart",1.82697296142578,12
2,4,1,5,6,3,"cart",1.50190234184265,14
6,1,2,5,3,4,"cart",1.87562417984009,12
5,3,6,4,1,2,"cart",1.48070204257965,13
5,4,1,6,3,2,"cart",1.45497441291809,14
5,4,6,2,1,3,"cart",1.44179081916809,12
2,1,3,4,5,6,"cart",1.51822698116302,10
6,4,2,5,3,1,"cart",1.50891423225403,20
2,3,5,1,4,6,"cart",1.94500863552094,4
5,6,2,3,1,4,"cart",1.34682667255402,16
1,6,5,4,3,2,"cart",1.53265500068665,9
2,1,4,3,6,5,"cart",1.44577980041504,19
1,5,4,2,6,3,"cart",1.26723575592041,5
4,1,5,3,2,6,"cart",1.48071098327637,12
5,2,3,1,4,6,"cart",1.76321613788605,16
5,4,6,2,3,1,"cart",1.2642388343811,10
6,5,3,4,1,2,"cart",1.39352071285248,14
1,3,5,4,6,2,"cart",1.79268574714661,7
4,5,3,1,6,2,"cart",1.67033553123474,13
6,1,4,3,5,2,"cart",1.78836476802826,19
5,3,6,1,2,4,"cart",1.4298415184021,8
4,6,2,3,5,1,"cart",1.84820234775543,15
5,4,3,2,1,6,"cart",2.01915216445923,17
1,4,2,6,5,3,"cart",1.67374658584595,15
6,4,1,2,3,5,"cart",1.62680840492249,11
6,2,3,4,1,5,"cart",1.48047232627869,22
5,6,2,1,4,3,"cart",1.33781683444977,16
2,3,5,1,6,4,"cart",1.7420779466629,5
1,3,6,4,5,2,"cart",1.3451943397522,4
6,2,1,3,5,4,"cart",1.66739785671234,8
5,6,3,1,2,4,"cart",1.3840913772583,22
2,5,3,1,6,4,"cart",1.36364877223969,10
5,3,6,1,4,2,"cart",1.72135508060455,6
5,6,3,2,4,1,"cart",1.44561338424683,12
4,6,3,5,1,2,"cart",1.80076813697815,16
4,1,6,5,2,3,"cart",1.57107210159302,9
4,6,3,1,2,5,"cart",1.52860236167908,13
5,2,6,3,4,1,"cart",1.42792320251465,11
3,4,1,6,5,2,"cart",1.53981280326843,4
1,5,3,4,6,2,"cart",1.51956808567047,17
2,3,5,6,4,1,"cart",1.73412609100342,3
6,1,2,3,4,5,"cart",1.44724452495575,11
6,5,4,3,2,1,"cart",1.34341156482697,21
6,3,2,4,1,5,"cart",1.32926487922668,11
5,3,4,1,6,2,"cart",1.50444614887238,7
3,2,6,5,4,1,"cart",1.52679395675659,7
4,5,3,1,2,6,"cart",1.28231370449066,24
5,6,1,2,3,4,"cart",1.72675669193268,10
3,6,4,2,5,1,"cart",1.53472697734833,8
4,5,1,2,6,3,"cart",1.32396137714386,11
2,4,5,3,6,1,"cart",1.74271965026855,16
4,6,2,3,1,5,"cart",1.51885509490967,16
4,5,6,1,2,3,"cart",1.72270929813385,17
2,6,3,4,5,1,"cart",1.42115414142609,13
5,3,2,4,1,6,"cart",1.69055652618408,11
5,4,3,6,1,2,"cart",1.39752280712128,14
4,2,1,6,3,5,"cart",1.74891090393066,9
1,3,5,6,2,4,"cart",1.7456864118576,6
5,1,2,4,6,3,"cart",1.57648479938507,22
6,1,4,5,3,2,"cart",1.5702862739563,14
